                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.82239,                  0.724,                 1.1401,                0.91347,                0.61862,                0.69672,                0.57601,                    nan,                    nan,                    nan,             0.00042305,             0.00042305,             0.00042305
                    111,                0.84081,                0.72262,                 1.1315,                0.84673,                0.66111,                 0.6954,                0.57928,                    nan,                    nan,                    nan,             0.00041855,             0.00041855,             0.00041855
                    112,                0.81176,                0.71846,                 1.1233,                0.84677,                0.68547,                0.70823,                0.58594,                    nan,                    nan,                    nan,             0.00041405,             0.00041405,             0.00041405
                    113,                0.81409,                0.71536,                 1.1278,                0.79676,                0.69377,                0.69888,                0.57995,                    nan,                    nan,                    nan,             0.00040955,             0.00040955,             0.00040955
                    114,                 0.8211,                0.71119,                 1.1264,                0.83491,                0.65552,                0.69063,                0.57565,                    nan,                    nan,                    nan,             0.00040505,             0.00040505,             0.00040505
                    115,                0.82105,                0.73807,                 1.1271,                 0.8736,                 0.6295,                0.69633,                0.57844,                    nan,                    nan,                    nan,             0.00040055,             0.00040055,             0.00040055
                    116,                0.81718,                0.71024,                 1.1175,                0.85689,                0.63859,                0.70732,                0.59713,                    nan,                    nan,                    nan,             0.00039605,             0.00039605,             0.00039605
                    117,                0.78256,                0.69869,                 1.0995,                0.84456,                0.66939,                 0.7029,                0.59225,                    nan,                    nan,                    nan,             0.00039155,             0.00039155,             0.00039155
                    118,                0.80054,                0.70191,                 1.1133,                0.85167,                0.65357,                0.70052,                0.57951,                    nan,                    nan,                    nan,             0.00038705,             0.00038705,             0.00038705
                    119,                0.78453,                0.67823,                 1.0934,                0.84766,                0.68357,                0.70819,                0.59541,                    nan,                    nan,                    nan,             0.00038255,             0.00038255,             0.00038255
                    120,                0.80712,                0.70899,                 1.1096,                0.86418,                0.67899,                0.70845,                0.59018,                    nan,                    nan,                    nan,             0.00037805,             0.00037805,             0.00037805
                    121,                0.79276,                0.68124,                  1.101,                0.87645,                0.67393,                0.71232,                 0.6007,                    nan,                    nan,                    nan,             0.00037355,             0.00037355,             0.00037355
                    122,                0.80904,                0.70503,                 1.1099,                0.87989,                0.63424,                 0.6997,                0.59289,                    nan,                    nan,                    nan,             0.00036905,             0.00036905,             0.00036905
                    123,                 0.7929,                0.68061,                 1.1061,                0.87892,                0.66826,                0.70725,                0.60572,                    nan,                    nan,                    nan,             0.00036455,             0.00036455,             0.00036455
                    124,                0.79691,                0.70503,                 1.1004,                0.90668,                0.66374,                0.71851,                0.60665,                    nan,                    nan,                    nan,             0.00036005,             0.00036005,             0.00036005
                    125,                0.77823,                0.67251,                 1.0909,                0.86958,                0.66031,                0.70511,                 0.5922,                    nan,                    nan,                    nan,             0.00035556,             0.00035556,             0.00035556
                    126,                0.78551,                0.67821,                  1.092,                 0.9152,                0.68308,                0.71725,                0.60586,                    nan,                    nan,                    nan,             0.00035106,             0.00035106,             0.00035106
                    127,                0.78388,                0.67031,                 1.0951,                0.85959,                0.65797,                0.70933,                 0.6014,                    nan,                    nan,                    nan,             0.00034656,             0.00034656,             0.00034656
                    128,                0.77457,                0.66697,                 1.0955,                0.85059,                0.67132,                0.70479,                0.60787,                    nan,                    nan,                    nan,             0.00034206,             0.00034206,             0.00034206
                    129,                0.76646,                 0.6414,                 1.0818,                0.87407,                0.65377,                 0.7136,                0.60468,                    nan,                    nan,                    nan,             0.00033756,             0.00033756,             0.00033756
                    130,                0.77753,                0.66566,                 1.0822,                0.86056,                 0.6605,                0.71133,                0.59699,                    nan,                    nan,                    nan,             0.00033306,             0.00033306,             0.00033306
                    131,                 0.7832,                0.66258,                 1.0925,                0.87654,                0.66877,                0.70494,                0.59994,                    nan,                    nan,                    nan,             0.00032856,             0.00032856,             0.00032856
                    132,                0.77916,                0.66534,                 1.0916,                0.86659,                0.67455,                0.70602,                0.60099,                    nan,                    nan,                    nan,             0.00032406,             0.00032406,             0.00032406
                    133,                0.77595,                0.65629,                 1.0889,                0.85948,                0.65131,                0.70871,                0.59649,                    nan,                    nan,                    nan,             0.00031956,             0.00031956,             0.00031956
                    134,                0.77405,                0.66482,                 1.0847,                0.83793,                0.64758,                0.69403,                0.59378,                    nan,                    nan,                    nan,             0.00031506,             0.00031506,             0.00031506
