                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1227,                0.89946,                 1.2792,                0.78192,                0.60322,                0.67403,                0.50557,                    nan,                    nan,                    nan,               0.001703,               0.001703,               0.001703
                     17,                 1.1083,                0.92788,                 1.2713,                0.79242,                0.58445,                0.66592,                0.51768,                    nan,                    nan,                    nan,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.0884,                0.89695,                 1.2598,                0.85531,                0.58445,                0.67829,                0.52239,                    nan,                    nan,                    nan,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.0606,                0.87737,                 1.2413,                0.82561,                0.59656,                0.67895,                0.52731,                    nan,                    nan,                    nan,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.0399,                 0.8506,                 1.2292,                0.82399,                0.56063,                0.66105,                0.51449,                    nan,                    nan,                    nan,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.0558,                0.84111,                 1.2321,                0.85459,                0.54513,                0.65896,                 0.5202,                    nan,                    nan,                    nan,               0.001604,               0.001604,               0.001604
                     22,                 1.0057,                 0.8264,                 1.2108,                 0.8158,                0.60947,                0.69084,                0.53386,                    nan,                    nan,                    nan,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.0094,                0.84264,                 1.2196,                0.86773,                0.60383,                0.69683,                0.54321,                    nan,                    nan,                    nan,              0.0015644,              0.0015644,              0.0015644
                     24,                0.99459,                0.80815,                 1.2037,                0.83972,                0.58055,                0.67678,                0.54078,                    nan,                    nan,                    nan,              0.0015446,              0.0015446,              0.0015446
                     25,                0.96309,                0.79713,                 1.1933,                0.80841,                0.60769,                 0.6859,                0.54724,                    nan,                    nan,                    nan,              0.0015248,              0.0015248,              0.0015248
                     26,                0.97702,                0.79533,                 1.1981,                0.84792,                0.61752,                0.70095,                0.56719,                    nan,                    nan,                    nan,               0.001505,               0.001505,               0.001505
                     27,                0.95704,                0.79951,                 1.1854,                0.68325,                0.56658,                0.60984,                0.47694,                    nan,                    nan,                    nan,              0.0014852,              0.0014852,              0.0014852
                     28,                0.94673,                 0.7694,                 1.1802,                0.81939,                0.61662,                 0.6859,                0.54208,                    nan,                    nan,                    nan,              0.0014654,              0.0014654,              0.0014654
                     29,                0.96602,                0.76477,                 1.1828,                0.85856,                0.61483,                0.69426,                0.55639,                    nan,                    nan,                    nan,              0.0014456,              0.0014456,              0.0014456
                     30,                 0.9178,                0.75345,                  1.166,                0.84496,                 0.6193,                0.70191,                0.56306,                    nan,                    nan,                    nan,              0.0014258,              0.0014258,              0.0014258
                     31,                0.92395,                0.75774,                 1.1698,                0.86546,                0.60232,                0.69993,                0.56567,                    nan,                    nan,                    nan,               0.001406,               0.001406,               0.001406
                     32,                0.93368,                0.76538,                 1.1707,                  0.858,                0.59875,                0.69949,                0.56167,                    nan,                    nan,                    nan,              0.0013862,              0.0013862,              0.0013862
                     33,                0.90736,                0.73248,                 1.1558,                0.84035,                0.61305,                 0.6964,                 0.5585,                    nan,                    nan,                    nan,              0.0013664,              0.0013664,              0.0013664
                     34,                0.90096,                0.72848,                 1.1452,                 0.8184,                0.57592,                0.66017,                0.53181,                    nan,                    nan,                    nan,              0.0013466,              0.0013466,              0.0013466
                     35,                0.88941,                0.72473,                  1.143,                0.87138,                0.60232,                0.68801,                 0.5637,                    nan,                    nan,                    nan,              0.0013268,              0.0013268,              0.0013268
                     36,                0.89861,                0.72284,                 1.1442,                0.87302,                 0.6059,                0.70993,                0.57182,                    nan,                    nan,                    nan,               0.001307,               0.001307,               0.001307
                     37,                0.89509,                0.70927,                 1.1457,                0.83557,                0.58803,                0.68035,                0.52154,                    nan,                    nan,                    nan,              0.0012872,              0.0012872,              0.0012872
                     38,                0.88896,                 0.7099,                 1.1355,                0.85867,                0.62981,                0.71263,                0.57957,                    nan,                    nan,                    nan,              0.0012674,              0.0012674,              0.0012674
                     39,                 0.8578,                0.68664,                 1.1308,                0.87156,                0.61305,                0.70486,                0.57314,                    nan,                    nan,                    nan,              0.0012476,              0.0012476,              0.0012476
                     40,                0.84662,                0.68112,                 1.1211,                0.83956,                0.62377,                  0.715,                0.57947,                    nan,                    nan,                    nan,              0.0012278,              0.0012278,              0.0012278
                     41,                0.84449,                 0.6658,                  1.113,                0.82557,                0.63092,                0.70612,                0.58357,                    nan,                    nan,                    nan,               0.001208,               0.001208,               0.001208
                     42,                0.85098,                0.66988,                 1.1161,                0.84804,                0.61573,                0.69551,                0.57093,                    nan,                    nan,                    nan,              0.0011882,              0.0011882,              0.0011882
                     43,                0.84425,                0.67834,                 1.1194,                0.90056,                0.59428,                0.70883,                0.58211,                    nan,                    nan,                    nan,              0.0011684,              0.0011684,              0.0011684
                     44,                0.83253,                0.64814,                 1.1071,                0.87496,                0.60658,                 0.7077,                0.59207,                    nan,                    nan,                    nan,              0.0011486,              0.0011486,              0.0011486
                     45,                0.82634,                0.64631,                 1.0983,                0.85838,                 0.6175,                0.70451,                 0.5864,                    nan,                    nan,                    nan,              0.0011288,              0.0011288,              0.0011288
                     46,                0.82632,                0.65582,                 1.1079,                0.84117,                0.63895,                0.71103,                0.58892,                    nan,                    nan,                    nan,               0.001109,               0.001109,               0.001109
                     47,                 0.8153,                0.64332,                 1.1024,                0.86914,                0.61126,                0.70879,                0.58706,                    nan,                    nan,                    nan,              0.0010892,              0.0010892,              0.0010892
                     48,                0.81136,                0.64754,                 1.0975,                0.86168,                0.61483,                0.71014,                0.58635,                    nan,                    nan,                    nan,              0.0010694,              0.0010694,              0.0010694
                     49,                0.80692,                0.64012,                  1.104,                0.86443,                0.60969,                0.70088,                0.57649,                    nan,                    nan,                    nan,              0.0010496,              0.0010496,              0.0010496
                     50,                0.82916,                0.65141,                 1.1035,                0.85107,                0.60947,                0.69628,                0.56865,                    nan,                    nan,                    nan,              0.0010298,              0.0010298,              0.0010298
                     51,                0.82303,                0.63829,                 1.1077,                0.82837,                0.58803,                0.66409,                0.53805,                    nan,                    nan,                    nan,                0.00101,                0.00101,                0.00101
                     52,                0.80203,                0.63671,                 1.0805,                0.86509,                0.60769,                 0.7023,                 0.5854,                    nan,                    nan,                    nan,              0.0009902,              0.0009902,              0.0009902
                     53,                0.81896,                 0.6385,                 1.0952,                0.85582,                0.61752,                0.70671,                0.58675,                    nan,                    nan,                    nan,              0.0009704,              0.0009704,              0.0009704
                     54,                 0.8191,                0.63727,                 1.1033,                0.82561,                 0.6059,                0.68739,                 0.5658,                    nan,                    nan,                    nan,              0.0009506,              0.0009506,              0.0009506
                     55,                0.78577,                0.61393,                 1.0815,                0.87199,                0.63181,                 0.7131,                0.59319,                    nan,                    nan,                    nan,              0.0009308,              0.0009308,              0.0009308
                     56,                0.77978,                0.59887,                 1.0764,                0.88196,                0.61394,                0.70682,                0.59299,                    nan,                    nan,                    nan,               0.000911,               0.000911,               0.000911
                     57,                0.78656,                0.61727,                 1.0846,                0.89363,                 0.6336,                0.72206,                0.60529,                    nan,                    nan,                    nan,              0.0008912,              0.0008912,              0.0008912
                     58,                0.78028,                0.60454,                 1.0887,                0.88712,                0.61807,                0.71212,                0.59848,                    nan,                    nan,                    nan,              0.0008714,              0.0008714,              0.0008714
                     59,                0.78119,                0.60215,                 1.0731,                0.86883,                0.64523,                0.72075,                0.60721,                    nan,                    nan,                    nan,              0.0008516,              0.0008516,              0.0008516
                     60,                0.76914,                0.60161,                 1.0705,                0.83446,                0.63628,                0.70142,                0.58969,                    nan,                    nan,                    nan,              0.0008318,              0.0008318,              0.0008318
                     61,                0.77358,                0.60256,                 1.0808,                0.88348,                0.64372,                 0.7175,                0.60604,                    nan,                    nan,                    nan,               0.000812,               0.000812,               0.000812
                     62,                0.77977,                0.60613,                 1.0802,                 0.8627,                0.64012,                0.71634,                0.60261,                    nan,                    nan,                    nan,              0.0007922,              0.0007922,              0.0007922
                     63,                0.75845,                0.58196,                 1.0605,                0.90231,                0.62733,                0.72574,                0.61304,                    nan,                    nan,                    nan,              0.0007724,              0.0007724,              0.0007724
                     64,                0.76535,                0.59954,                 1.0739,                0.89912,                0.62923,                0.71936,                 0.6058,                    nan,                    nan,                    nan,              0.0007526,              0.0007526,              0.0007526
                     65,                0.75805,                0.58083,                 1.0752,                0.89895,                0.62288,                0.71346,                0.60782,                    nan,                    nan,                    nan,              0.0007328,              0.0007328,              0.0007328
                     66,                0.76874,                0.59704,                 1.0715,                 0.8828,                0.63896,                0.72205,                0.60976,                    nan,                    nan,                    nan,               0.000713,               0.000713,               0.000713
                     67,                0.76177,                0.59841,                 1.0699,                0.87799,                0.62824,                0.71404,                0.61267,                    nan,                    nan,                    nan,              0.0006932,              0.0006932,              0.0006932
                     68,                0.76669,                0.58193,                 1.0672,                0.91341,                0.62556,                 0.7168,                0.60891,                    nan,                    nan,                    nan,              0.0006734,              0.0006734,              0.0006734
                     69,                0.73711,                0.56504,                 1.0575,                0.87621,                0.63887,                0.71576,                0.61207,                    nan,                    nan,                    nan,              0.0006536,              0.0006536,              0.0006536
                     70,                 0.7477,                0.56322,                 1.0583,                 0.9129,                0.62756,                 0.7166,                0.60605,                    nan,                    nan,                    nan,              0.0006338,              0.0006338,              0.0006338
                     71,                0.75315,                0.58504,                 1.0703,                0.88566,                0.63684,                0.71669,                0.60701,                    nan,                    nan,                    nan,               0.000614,               0.000614,               0.000614
                     72,                0.74163,                0.56328,                 1.0593,                 0.9018,                 0.6319,                0.71533,                0.60222,                    nan,                    nan,                    nan,              0.0005942,              0.0005942,              0.0005942
                     73,                0.72846,                0.55331,                 1.0506,                0.87449,                0.62556,                0.70721,                0.59621,                    nan,                    nan,                    nan,              0.0005744,              0.0005744,              0.0005744
                     74,                 0.7414,                0.56735,                 1.0616,                0.91055,                 0.6336,                0.72059,                0.61421,                    nan,                    nan,                    nan,              0.0005546,              0.0005546,              0.0005546
                     75,                0.72909,                0.55073,                 1.0445,                0.86787,                0.65058,                0.72404,                0.61498,                    nan,                    nan,                    nan,              0.0005348,              0.0005348,              0.0005348
                     76,                0.73877,                0.55586,                 1.0493,                0.87372,                0.65594,                0.72292,                 0.6141,                    nan,                    nan,                    nan,               0.000515,               0.000515,               0.000515
                     77,                0.74136,                0.56427,                 1.0645,                0.85917,                 0.6622,                0.72637,                0.61747,                    nan,                    nan,                    nan,              0.0004952,              0.0004952,              0.0004952
                     78,                0.74873,                0.56093,                 1.0585,                0.86941,                0.64254,                0.71764,                0.61248,                    nan,                    nan,                    nan,              0.0004754,              0.0004754,              0.0004754
                     79,                0.73362,                0.56095,                 1.0534,                0.85084,                0.65757,                0.72096,                0.61416,                    nan,                    nan,                    nan,              0.0004556,              0.0004556,              0.0004556
                     80,                0.72559,                0.53956,                 1.0426,                 0.8802,                0.64879,                0.72693,                0.62107,                    nan,                    nan,                    nan,              0.0004358,              0.0004358,              0.0004358
                     81,                0.72157,                0.53689,                 1.0441,                0.88638,                0.64835,                 0.7253,                0.62103,                    nan,                    nan,                    nan,               0.000416,               0.000416,               0.000416
                     82,                0.70739,                0.54045,                 1.0431,                0.87742,                0.65885,                0.72701,                0.62141,                    nan,                    nan,                    nan,              0.0003962,              0.0003962,              0.0003962
                     83,                0.71597,                0.54248,                 1.0487,                0.87571,                0.65594,                0.71933,                0.61256,                    nan,                    nan,                    nan,              0.0003764,              0.0003764,              0.0003764
                     84,                0.71039,                0.53205,                   1.04,                0.89957,                0.63896,                0.71949,                0.61779,                    nan,                    nan,                    nan,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.7045,                0.53661,                 1.0394,                0.88465,                0.64343,                 0.7193,                0.61129,                    nan,                    nan,                    nan,              0.0003368,              0.0003368,              0.0003368
                     86,                0.70677,                0.53727,                 1.0454,                0.91175,                0.63704,                0.72079,                0.61889,                    nan,                    nan,                    nan,               0.000317,               0.000317,               0.000317
                     87,                0.70675,                0.53219,                 1.0455,                0.91092,                0.64611,                0.71936,                0.61167,                    nan,                    nan,                    nan,              0.0002972,              0.0002972,              0.0002972
                     88,                0.69992,                0.51826,                 1.0333,                0.88885,                0.64433,                 0.7171,                0.61781,                    nan,                    nan,                    nan,              0.0002774,              0.0002774,              0.0002774
                     89,                0.69273,                0.52294,                 1.0309,                0.91766,                0.64075,                 0.7281,                0.62588,                    nan,                    nan,                    nan,              0.0002576,              0.0002576,              0.0002576
                     90,                0.70035,                0.52416,                 1.0295,                0.91261,                0.63461,                0.72558,                0.62271,                    nan,                    nan,                    nan,              0.0002378,              0.0002378,              0.0002378
                     91,                0.64719,                0.52983,                  1.029,                0.85146,                0.64254,                0.70925,                 0.6006,                    nan,                    nan,                    nan,               0.000218,               0.000218,               0.000218
                     92,                 0.6373,                0.50757,                 1.0227,                0.88218,                0.64233,                0.71503,                0.61323,                    nan,                    nan,                    nan,              0.0001982,              0.0001982,              0.0001982
                     93,                0.63075,                0.48554,                  1.003,                0.89807,                 0.6479,                0.72014,                0.61334,                    nan,                    nan,                    nan,              0.0001784,              0.0001784,              0.0001784
                     94,                0.64167,                 0.5089,                 1.0227,                0.91606,                0.63392,                0.72058,                 0.6138,                    nan,                    nan,                    nan,              0.0001586,              0.0001586,              0.0001586
                     95,                0.63431,                0.49272,                 1.0164,                0.88368,                0.63718,                0.71603,                0.61031,                    nan,                    nan,                    nan,              0.0001388,              0.0001388,              0.0001388
                     96,                0.63524,                0.52891,                  1.018,                0.91322,                0.62824,                0.71694,                0.61037,                    nan,                    nan,                    nan,               0.000119,               0.000119,               0.000119
                     97,                0.61533,                 0.4744,                 1.0104,                0.87645,                0.65684,                0.72494,                0.62014,                    nan,                    nan,                    nan,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.62208,                0.47788,                 1.0102,                0.91532,                0.63181,                0.72009,                0.61553,                    nan,                    nan,                    nan,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.60992,                0.46761,                  1.006,                0.92176,                0.63174,                0.72224,                 0.6167,                    nan,                    nan,                    nan,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.61906,                0.54605,                0.99903,                0.88721,                0.65505,                0.72633,                 0.6191,                    nan,                    nan,                    nan,               3.98e-05,               3.98e-05,               3.98e-05
