                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.53354,                0.45392,                 1.0737,                0.94603,                0.06881,                0.16827,                0.15866,                    nan,                    nan,                    nan,              0.0003368,              0.0003368,              0.0003368
                     86,                0.52596,                0.44453,                 1.0713,                0.97065,                0.06881,                0.16754,                0.15702,                    nan,                    nan,                    nan,               0.000317,               0.000317,               0.000317
                     87,                0.53126,                0.44963,                 1.0781,                0.92925,                0.06881,                0.17007,                0.15987,                    nan,                    nan,                    nan,              0.0002972,              0.0002972,              0.0002972
                     88,                0.52662,                0.43985,                  1.071,                0.96044,                0.06881,                0.19007,                0.18043,                    nan,                    nan,                    nan,              0.0002774,              0.0002774,              0.0002774
                     89,                0.52643,                0.44113,                 1.0711,                0.98933,                0.06881,                0.19501,                 0.1856,                    nan,                    nan,                    nan,              0.0002576,              0.0002576,              0.0002576
                     90,                0.52506,                 0.4385,                  1.064,                0.98599,                0.06881,                0.18235,                 0.1742,                    nan,                    nan,                    nan,              0.0002378,              0.0002378,              0.0002378
                     91,                0.47164,                0.40574,                   1.02,                0.98213,                0.06881,                0.16768,                0.15681,                    nan,                    nan,                    nan,               0.000218,               0.000218,               0.000218
                     92,                 0.4616,                0.39402,                 1.0153,                0.93743,                0.06881,                0.17795,                0.16948,                    nan,                    nan,                    nan,              0.0001982,              0.0001982,              0.0001982
                     93,                0.45414,                0.37493,                 1.0006,                0.96926,                0.06881,                0.15937,                 0.1511,                    nan,                    nan,                    nan,              0.0001784,              0.0001784,              0.0001784
                     94,                0.45635,                0.38025,                 1.0113,                0.97337,                0.06881,                0.16768,                0.15805,                    nan,                    nan,                    nan,              0.0001586,              0.0001586,              0.0001586
                     95,                0.45381,                0.37707,                  1.014,                0.97106,                0.06881,                0.17519,                0.16513,                    nan,                    nan,                    nan,              0.0001388,              0.0001388,              0.0001388
                     96,                0.45641,                0.39658,                 1.0095,                0.94224,                0.06881,                 0.1742,                0.16493,                    nan,                    nan,                    nan,               0.000119,               0.000119,               0.000119
                     97,                0.44021,                0.36409,                0.99585,                 0.9844,                0.06881,                0.18548,                0.17657,                    nan,                    nan,                    nan,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.44299,                0.36503,                0.99719,                0.99266,                0.06881,                 0.1835,                0.17235,                    nan,                    nan,                    nan,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.43687,                0.35243,                0.99587,                0.98426,                0.06881,                0.18468,                0.17438,                    nan,                    nan,                    nan,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.44098,                0.41952,                0.99236,                0.97662,                0.06881,                0.18711,                 0.1775,                    nan,                    nan,                    nan,               3.98e-05,               3.98e-05,               3.98e-05
