                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.79184,                0.64657,                 1.1226,                0.91108,                0.83825,                0.93876,                0.80574,                0.67019,                0.62407,                 1.0853,              0.0010892,              0.0010892,              0.0010892
                     48,                0.80983,                0.66589,                 1.1451,                0.90352,                0.84718,                 0.9333,                0.80153,                0.67225,                0.66999,                 1.0826,              0.0010694,              0.0010694,              0.0010694
                     49,                0.77825,                0.61825,                 1.1228,                0.90281,                0.87163,                0.94707,                 0.8156,                 0.6336,                0.60072,                 1.0597,              0.0010496,              0.0010496,              0.0010496
                     50,                0.79068,                0.63041,                  1.115,                0.88867,                0.86774,                0.93963,                0.80516,                0.65063,                0.62867,                 1.0674,              0.0010298,              0.0010298,              0.0010298
                     51,                0.77722,                0.62135,                 1.1152,                0.89701,                0.88919,                0.95067,                0.80666,                0.65451,                0.57007,                 1.0623,                0.00101,                0.00101,                0.00101
                     52,                0.76781,                0.61656,                  1.112,                0.91963,                0.87578,                0.94817,                0.81862,                0.63003,                0.58731,                 1.0594,              0.0009902,              0.0009902,              0.0009902
                     53,                0.77187,                0.62153,                 1.1085,                0.89946,                0.84749,                0.93883,                0.80813,                0.62833,                0.61402,                   1.05,              0.0009704,              0.0009704,              0.0009704
                     54,                0.76103,                0.60724,                 1.0999,                0.91782,                0.87834,                0.95125,                0.82377,                0.61549,                0.56743,                 1.0404,              0.0009506,              0.0009506,              0.0009506
                     55,                0.74015,                0.58198,                 1.0994,                0.91778,                0.86863,                0.94788,                0.82258,                0.61804,                0.57348,                 1.0509,              0.0009308,              0.0009308,              0.0009308
                     56,                0.74184,                0.59336,                 1.0962,                0.93325,                 0.8597,                0.95543,                 0.8268,                0.59861,                0.53018,                 1.0342,               0.000911,               0.000911,               0.000911
                     57,                0.75178,                0.59732,                 1.1022,                0.91209,                0.89941,                0.95636,                0.83006,                 0.6138,                0.52724,                 1.0462,              0.0008912,              0.0008912,              0.0008912
                     58,                0.73976,                0.57314,                 1.0907,                0.91313,                0.83603,                0.93954,                0.80215,                 0.6327,                0.63324,                 1.0527,              0.0008714,              0.0008714,              0.0008714
                     59,                0.74211,                0.59622,                 1.1005,                0.93071,                 0.8643,                0.94971,                0.82236,                0.62312,                0.54808,                  1.051,              0.0008516,              0.0008516,              0.0008516
                     60,                0.73157,                0.57334,                 1.0877,                0.89333,                0.85702,                0.94602,                0.81292,                0.61126,                0.58258,                 1.0347,              0.0008318,              0.0008318,              0.0008318
                     61,                 0.7468,                0.60855,                 1.0972,                0.92583,                 0.8701,                0.95407,                0.82817,                0.58484,                0.54618,                 1.0244,               0.000812,               0.000812,               0.000812
                     62,                0.72582,                0.56144,                 1.0824,                0.91654,                0.87338,                0.95388,                0.83367,                0.57683,                 0.5364,                 1.0186,              0.0007922,              0.0007922,              0.0007922
                     63,                0.72611,                0.56473,                 1.0794,                0.93456,                0.88561,                0.95936,                0.83641,                0.59284,                0.51693,                 1.0307,              0.0007724,              0.0007724,              0.0007724
                     64,                0.71635,                0.56256,                 1.0844,                0.92913,                0.87578,                0.95688,                0.83162,                0.59195,                0.54888,                 1.0299,              0.0007526,              0.0007526,              0.0007526
                     65,                0.72111,                0.58427,                 1.0809,                0.92554,                0.86642,                0.95566,                0.83167,                0.58334,                0.56147,                 1.0194,              0.0007328,              0.0007328,              0.0007328
                     66,                0.72446,                0.58452,                 1.0871,                0.93837,                0.87084,                0.96111,                0.83761,                0.60206,                0.52433,                 1.0309,               0.000713,               0.000713,               0.000713
                     67,                0.71727,                0.57653,                 1.0784,                0.93856,                0.87131,                0.95621,                0.83738,                0.58681,                0.51901,                 1.0329,              0.0006932,              0.0006932,              0.0006932
                     68,                0.71168,                0.58879,                 1.0681,                0.91697,                0.85866,                0.94854,                0.82308,                0.61076,                 0.5933,                  1.036,              0.0006734,              0.0006734,              0.0006734
                     69,                0.71013,                0.57276,                 1.0811,                0.90737,                 0.9017,                0.96094,                0.83974,                 0.5754,                0.51323,                 1.0154,              0.0006536,              0.0006536,              0.0006536
                     70,                0.71133,                 0.5501,                 1.0775,                0.91521,                0.89711,                0.95814,                0.83552,                0.59168,                0.52035,                 1.0285,              0.0006338,              0.0006338,              0.0006338
                     71,                0.71897,                0.54378,                 1.0819,                0.93072,                0.89276,                0.96185,                0.84222,                0.59306,                0.48825,                  1.029,               0.000614,               0.000614,               0.000614
                     72,                0.70366,                0.52768,                 1.0602,                0.91475,                0.89187,                0.95889,                0.84051,                0.57461,                0.53286,                 1.0172,              0.0005942,              0.0005942,              0.0005942
                     73,                0.71437,                0.55218,                 1.0779,                0.93208,                 0.8874,                0.96265,                0.84507,                0.57166,                0.51885,                 1.0179,              0.0005744,              0.0005744,              0.0005744
                     74,                0.68554,                0.52723,                 1.0673,                0.94325,                0.86148,                0.96273,                0.85081,                0.55954,                0.51523,                 1.0155,              0.0005546,              0.0005546,              0.0005546
                     75,                0.67877,                0.52563,                 1.0638,                0.93285,                0.88829,                0.96453,                0.85021,                0.56104,                0.49899,                 1.0117,              0.0005348,              0.0005348,              0.0005348
                     76,                0.68433,                0.55467,                 1.0526,                0.93058,                0.85076,                0.95199,                0.82941,                0.60177,                0.55369,                 1.0346,               0.000515,               0.000515,               0.000515
                     77,                0.68681,                0.53396,                 1.0616,                0.93373,                0.88143,                0.95847,                0.84258,                0.58198,                0.50186,                 1.0304,              0.0004952,              0.0004952,              0.0004952
                     78,                0.67178,                0.53587,                 1.0544,                0.93906,                0.89008,                0.96542,                0.84597,                0.57136,                0.49561,                 1.0102,              0.0004754,              0.0004754,              0.0004754
                     79,                 0.6859,                0.53399,                 1.0666,                0.93373,                0.86876,                0.95877,                0.83996,                0.56932,                0.52579,                 1.0151,              0.0004556,              0.0004556,              0.0004556
                     80,                0.67305,                0.52402,                  1.058,                0.94011,                0.88561,                0.96325,                0.85433,                 0.5561,                 0.4832,                 1.0068,              0.0004358,              0.0004358,              0.0004358
                     81,                0.67261,                0.53945,                 1.0515,                0.92763,                0.89366,                0.96066,                  0.851,                0.55914,                0.48694,                 1.0122,               0.000416,               0.000416,               0.000416
                     82,                0.67489,                 0.5216,                 1.0633,                0.93121,                0.88315,                 0.9636,                0.85053,                0.56512,                0.49052,                 1.0073,              0.0003962,              0.0003962,              0.0003962
                     83,                0.67001,                0.52647,                 1.0547,                 0.9028,                0.89902,                0.96177,                0.85023,                0.56481,                 0.5134,                 1.0043,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.6441,                0.49383,                 1.0437,                0.93809,                0.89364,                0.96447,                0.85443,                0.54623,                0.46981,                0.99417,              0.0003566,              0.0003566,              0.0003566
                     85,                0.64881,                0.56405,                 1.0428,                0.93905,                0.86746,                0.96172,                0.84427,                0.54916,                 0.5136,                0.99632,              0.0003368,              0.0003368,              0.0003368
                     86,                0.65143,                0.49777,                 1.0353,                0.93455,                0.89634,                0.96662,                0.85657,                0.54691,                0.48422,                0.99607,               0.000317,               0.000317,               0.000317
                     87,                 0.6613,                 0.4984,                 1.0478,                0.94191,                0.88397,                0.96549,                0.85469,                0.53881,                0.49662,                 0.9908,              0.0002972,              0.0002972,              0.0002972
                     88,                0.64892,                0.49807,                 1.0463,                0.94036,                0.88767,                0.96762,                0.85822,                0.53779,                0.47984,                0.98769,              0.0002774,              0.0002774,              0.0002774
                     89,                0.65031,                0.50463,                 1.0407,                0.95181,                0.87668,                0.96678,                0.85627,                0.54317,                0.47754,                0.98949,              0.0002576,              0.0002576,              0.0002576
                     90,                0.64686,                 0.4886,                  1.045,                 0.9525,                0.87814,                0.96636,                0.85474,                0.54588,                0.49206,                0.99469,              0.0002378,              0.0002378,              0.0002378
                     91,                 0.6071,                0.55156,                 1.0286,                0.93818,                0.87489,                0.96451,                0.84601,                0.56555,                0.50189,                 1.0012,               0.000218,               0.000218,               0.000218
                     92,                0.59186,                0.52409,                 1.0296,                0.93085,                0.89026,                0.96219,                0.84882,                0.56289,                0.50644,                 1.0051,              0.0001982,              0.0001982,              0.0001982
                     93,                0.60091,                0.54629,                 1.0319,                0.91606,                0.89722,                0.96494,                0.85035,                0.55206,                0.49018,                 1.0009,              0.0001784,              0.0001784,              0.0001784
                     94,                0.58125,                0.48002,                 1.0265,                 0.9344,                0.89103,                0.96768,                0.85749,                0.54557,                0.47897,                0.99939,              0.0001586,              0.0001586,              0.0001586
                     95,                0.61657,                0.54155,                 1.0473,                0.93065,                0.89947,                0.96736,                0.85723,                0.54898,                0.46594,                0.99605,              0.0001388,              0.0001388,              0.0001388
                     96,                0.58428,                0.49832,                 1.0133,                0.94711,                0.87846,                0.96537,                0.85404,                0.55282,                0.48313,                0.99808,               0.000119,               0.000119,               0.000119
                     97,                0.60201,                0.49517,                 1.0416,                0.94521,                0.89187,                0.96806,                0.85859,                0.54562,                0.47264,                0.99572,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 0.5772,                0.49917,                 1.0278,                  0.914,                0.89273,                0.96479,                0.85481,                0.54565,                 0.4893,                0.99601,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.57647,                0.47008,                 1.0127,                0.93594,                0.90085,                0.96788,                0.86129,                0.53826,                0.46299,                0.99094,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.57458,                0.47468,                 1.0156,                0.92686,                0.88331,                0.96764,                0.85725,                0.54148,                 0.4823,                0.99137,               3.98e-05,               3.98e-05,               3.98e-05
