                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                    nan,                    nan,                    nan,                0.01257,                 0.2681,                0.00952,                0.00295,                    nan,                    nan,                    nan,             0.00064762,             0.00064762,             0.00064762
                      2,                    nan,                    nan,                    nan,                0.01252,                 0.2681,                0.01269,                0.00375,                    nan,                    nan,                    nan,              0.0013078,              0.0013078,              0.0013078
                      3,                    nan,                    nan,                    nan,                0.01309,                0.26095,                0.01603,                0.00415,                    nan,                    nan,                    nan,              0.0019613,              0.0019613,              0.0019613
                      4,                    nan,                    nan,                    nan,                0.01399,                 0.2672,                0.01602,                0.00416,                    nan,                    nan,                    nan,              0.0019703,              0.0019703,              0.0019703
                      5,                    nan,                    nan,                    nan,                 0.0178,                0.38248,                 0.0187,                0.00499,                    nan,                    nan,                    nan,              0.0019604,              0.0019604,              0.0019604
                      6,                    nan,                    nan,                    nan,                0.02179,                0.59875,                0.02527,                0.00687,                    nan,                    nan,                    nan,              0.0019505,              0.0019505,              0.0019505
                      7,                    nan,                    nan,                    nan,                0.02214,                0.62824,                0.02518,                0.00689,                    nan,                    nan,                    nan,              0.0019406,              0.0019406,              0.0019406
                      8,                    nan,                    nan,                    nan,                0.02224,                 0.6336,                0.02529,                0.00704,                    nan,                    nan,                    nan,              0.0019307,              0.0019307,              0.0019307
                      9,                    nan,                    nan,                    nan,                0.02245,                0.64075,                0.02531,                0.00688,                    nan,                    nan,                    nan,              0.0019208,              0.0019208,              0.0019208
                     10,                    nan,                    nan,                    nan,                0.02203,                0.62913,                 0.0245,                0.00677,                    nan,                    nan,                    nan,              0.0019109,              0.0019109,              0.0019109
                     11,                    nan,                    nan,                    nan,                0.02228,                0.63628,                 0.0253,                0.00704,                    nan,                    nan,                    nan,               0.001901,               0.001901,               0.001901
                     12,                    nan,                    nan,                    nan,                0.02223,                 0.6345,                0.02505,                0.00687,                    nan,                    nan,                    nan,              0.0018911,              0.0018911,              0.0018911
                     13,                    nan,                    nan,                    nan,                0.02214,                0.63181,                0.02515,                0.00699,                    nan,                    nan,                    nan,              0.0018812,              0.0018812,              0.0018812
                     14,                    nan,                    nan,                    nan,                 0.0224,                0.63986,                0.02475,                0.00679,                    nan,                    nan,                    nan,              0.0018713,              0.0018713,              0.0018713
                     15,                    nan,                    nan,                    nan,                0.02245,                0.64075,                0.02525,                0.00699,                    nan,                    nan,                    nan,              0.0018614,              0.0018614,              0.0018614
                     16,                    nan,                    nan,                    nan,                0.02243,                0.63986,                0.02507,                0.00687,                    nan,                    nan,                    nan,              0.0018515,              0.0018515,              0.0018515
                     17,                    nan,                    nan,                    nan,                0.02263,                0.64522,                0.02538,                0.00685,                    nan,                    nan,                    nan,              0.0018416,              0.0018416,              0.0018416
                     18,                    nan,                    nan,                    nan,                0.02237,                0.63807,                0.02528,                0.00697,                    nan,                    nan,                    nan,              0.0018317,              0.0018317,              0.0018317
                     19,                    nan,                    nan,                    nan,                0.02223,                 0.6345,                0.02502,                0.00696,                    nan,                    nan,                    nan,              0.0018218,              0.0018218,              0.0018218
                     20,                    nan,                    nan,                    nan,                0.02243,                0.63986,                 0.0245,                0.00682,                    nan,                    nan,                    nan,              0.0018119,              0.0018119,              0.0018119
                     21,                    nan,                    nan,                    nan,                0.02215,                0.63092,                0.02487,                0.00697,                    nan,                    nan,                    nan,               0.001802,               0.001802,               0.001802
                     22,                    nan,                    nan,                    nan,                0.02235,                0.63718,                0.02473,                0.00698,                    nan,                    nan,                    nan,              0.0017921,              0.0017921,              0.0017921
                     23,                    nan,                    nan,                    nan,                0.02235,                0.63718,                0.02498,                0.00689,                    nan,                    nan,                    nan,              0.0017822,              0.0017822,              0.0017822
                     24,                    nan,                    nan,                    nan,                0.02216,                0.63271,                0.02479,                0.00677,                    nan,                    nan,                    nan,              0.0017723,              0.0017723,              0.0017723
                     25,                    nan,                    nan,                    nan,                0.02241,                0.63986,                 0.0255,                0.00698,                    nan,                    nan,                    nan,              0.0017624,              0.0017624,              0.0017624
                     26,                    nan,                    nan,                    nan,                0.02242,                0.63986,                0.02478,                0.00693,                    nan,                    nan,                    nan,              0.0017525,              0.0017525,              0.0017525
                     27,                    nan,                    nan,                    nan,                0.02225,                0.63539,                0.02488,                0.00683,                    nan,                    nan,                    nan,              0.0017426,              0.0017426,              0.0017426
                     28,                    nan,                    nan,                    nan,                0.02213,                0.63181,                0.02488,                0.00684,                    nan,                    nan,                    nan,              0.0017327,              0.0017327,              0.0017327
                     29,                    nan,                    nan,                    nan,                0.02239,                0.63896,                0.02495,                 0.0068,                    nan,                    nan,                    nan,              0.0017228,              0.0017228,              0.0017228
                     30,                    nan,                    nan,                    nan,                0.02216,                0.63271,                0.02451,                0.00668,                    nan,                    nan,                    nan,              0.0017129,              0.0017129,              0.0017129
                     31,                    nan,                    nan,                    nan,                0.02268,                0.64879,                 0.0255,                0.00687,                    nan,                    nan,                    nan,               0.001703,               0.001703,               0.001703
                     32,                    nan,                    nan,                    nan,                0.02247,                0.64164,                0.02512,                0.00685,                    nan,                    nan,                    nan,              0.0016931,              0.0016931,              0.0016931
                     33,                    nan,                    nan,                    nan,                0.02216,                0.63271,                0.02523,                  0.007,                    nan,                    nan,                    nan,              0.0016832,              0.0016832,              0.0016832
                     34,                    nan,                    nan,                    nan,                0.02229,                0.63628,                0.02556,                0.00696,                    nan,                    nan,                    nan,              0.0016733,              0.0016733,              0.0016733
                     35,                    nan,                    nan,                    nan,                0.02243,                0.64075,                0.02516,                0.00693,                    nan,                    nan,                    nan,              0.0016634,              0.0016634,              0.0016634
                     36,                    nan,                    nan,                    nan,                0.02251,                0.64254,                0.02533,                0.00704,                    nan,                    nan,                    nan,              0.0016535,              0.0016535,              0.0016535
                     37,                    nan,                    nan,                    nan,                0.02228,                0.63628,                 0.0245,                0.00691,                    nan,                    nan,                    nan,              0.0016436,              0.0016436,              0.0016436
                     38,                    nan,                    nan,                    nan,                0.02224,                 0.6345,                0.02499,                0.00691,                    nan,                    nan,                    nan,              0.0016337,              0.0016337,              0.0016337
                     39,                    nan,                    nan,                    nan,                 0.0225,                0.64164,                0.02574,                0.00693,                    nan,                    nan,                    nan,              0.0016238,              0.0016238,              0.0016238
                     40,                    nan,                    nan,                    nan,                0.02214,                0.63181,                 0.0248,                0.00685,                    nan,                    nan,                    nan,              0.0016139,              0.0016139,              0.0016139
                     41,                    nan,                    nan,                    nan,                0.02218,                0.63271,                0.02469,                0.00689,                    nan,                    nan,                    nan,               0.001604,               0.001604,               0.001604
                     42,                    nan,                    nan,                    nan,                0.02225,                 0.6345,                0.02464,                 0.0068,                    nan,                    nan,                    nan,              0.0015941,              0.0015941,              0.0015941
                     43,                    nan,                    nan,                    nan,                0.02246,                0.64075,                0.02562,                0.00692,                    nan,                    nan,                    nan,              0.0015842,              0.0015842,              0.0015842
                     44,                    nan,                    nan,                    nan,                0.02247,                0.64075,                0.02498,                0.00694,                    nan,                    nan,                    nan,              0.0015743,              0.0015743,              0.0015743
                     45,                    nan,                    nan,                    nan,                0.02198,                0.62735,                0.02436,                0.00674,                    nan,                    nan,                    nan,              0.0015644,              0.0015644,              0.0015644
                     46,                    nan,                    nan,                    nan,                0.02233,                0.63718,                0.02468,                0.00687,                    nan,                    nan,                    nan,              0.0015545,              0.0015545,              0.0015545
                     47,                    nan,                    nan,                    nan,                0.02196,                0.62645,                0.02398,                0.00673,                    nan,                    nan,                    nan,              0.0015446,              0.0015446,              0.0015446
                     48,                    nan,                    nan,                    nan,                 0.0223,                0.63718,                0.02507,                0.00688,                    nan,                    nan,                    nan,              0.0015347,              0.0015347,              0.0015347
                     49,                    nan,                    nan,                    nan,                0.02204,                0.62913,                 0.0254,                0.00682,                    nan,                    nan,                    nan,              0.0015248,              0.0015248,              0.0015248
                     50,                    nan,                    nan,                    nan,                0.02206,                0.62913,                0.02433,                0.00682,                    nan,                    nan,                    nan,              0.0015149,              0.0015149,              0.0015149
                     51,                    nan,                    nan,                    nan,                0.02192,                0.62556,                 0.0251,                0.00684,                    nan,                    nan,                    nan,               0.001505,               0.001505,               0.001505
                     52,                    nan,                    nan,                    nan,                0.02228,                0.63539,                0.02464,                0.00688,                    nan,                    nan,                    nan,              0.0014951,              0.0014951,              0.0014951
                     53,                    nan,                    nan,                    nan,                0.02237,                0.63807,                0.02566,                0.00707,                    nan,                    nan,                    nan,              0.0014852,              0.0014852,              0.0014852
                     54,                    nan,                    nan,                    nan,                0.02227,                0.63539,                0.02502,                0.00694,                    nan,                    nan,                    nan,              0.0014753,              0.0014753,              0.0014753
                     55,                    nan,                    nan,                    nan,                 0.0223,                0.63718,                0.02533,                0.00691,                    nan,                    nan,                    nan,              0.0014654,              0.0014654,              0.0014654
                     56,                    nan,                    nan,                    nan,                0.02209,                0.63003,                0.02478,                 0.0068,                    nan,                    nan,                    nan,              0.0014555,              0.0014555,              0.0014555
                     57,                    nan,                    nan,                    nan,                0.02238,                0.63896,                  0.025,                0.00698,                    nan,                    nan,                    nan,              0.0014456,              0.0014456,              0.0014456
                     58,                    nan,                    nan,                    nan,                0.02224,                 0.6345,                0.02444,                0.00676,                    nan,                    nan,                    nan,              0.0014357,              0.0014357,              0.0014357
                     59,                    nan,                    nan,                    nan,                0.02258,                0.64433,                0.02528,                0.00688,                    nan,                    nan,                    nan,              0.0014258,              0.0014258,              0.0014258
                     60,                    nan,                    nan,                    nan,                0.02212,                0.63181,                0.02467,                0.00682,                    nan,                    nan,                    nan,              0.0014159,              0.0014159,              0.0014159
                     61,                    nan,                    nan,                    nan,                0.02234,                0.63807,                0.02484,                0.00678,                    nan,                    nan,                    nan,               0.001406,               0.001406,               0.001406
                     62,                    nan,                    nan,                    nan,                 0.0222,                 0.6336,                0.02456,                0.00685,                    nan,                    nan,                    nan,              0.0013961,              0.0013961,              0.0013961
