                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.93103,                0.83216,                 1.3203,                 0.9457,                0.91069,                0.96626,                0.78675,                0.71074,                 0.6532,                 1.2348,              0.0015248,              0.0015248,              0.0015248
                     51,                0.89976,                0.82778,                 1.2959,                0.93059,                0.92004,                0.96903,                0.78848,                0.69529,                0.68807,                 1.2326,              0.0015149,              0.0015149,              0.0015149
                     52,                0.89028,                0.77243,                 1.2754,                0.92351,                0.93464,                0.97239,                0.80105,                0.70845,                 0.6291,                 1.2473,               0.001505,               0.001505,               0.001505
                     53,                0.88585,                0.78468,                 1.2801,                0.94263,                0.91279,                0.96896,                0.79409,                0.69326,                0.65787,                 1.2222,              0.0014951,              0.0014951,              0.0014951
                     54,                0.84897,                0.74675,                 1.2534,                0.94694,                0.92157,                0.97614,                0.81534,                0.66399,                0.61399,                  1.203,              0.0014852,              0.0014852,              0.0014852
                     55,                0.87279,                0.78745,                 1.2627,                0.93957,                 0.9232,                0.97115,                0.80657,                0.65312,                0.64372,                 1.1768,              0.0014753,              0.0014753,              0.0014753
                     56,                0.92456,                0.81627,                  1.306,                0.93159,                 0.9085,                0.96665,                0.77556,                0.75313,                 0.6594,                 1.2709,              0.0014654,              0.0014654,              0.0014654
                     57,                0.90076,                0.74042,                 1.2753,                0.95414,                0.91785,                0.97539,                0.79553,                0.73278,                0.61021,                 1.2528,              0.0014555,              0.0014555,              0.0014555
                     58,                 0.8861,                0.77411,                 1.2821,                0.93402,                0.94118,                0.97675,                0.81474,                0.65188,                0.61501,                 1.1884,              0.0014456,              0.0014456,              0.0014456
                     59,                0.84669,                 0.7468,                 1.2375,                 0.9655,                0.90359,                0.97487,                0.81426,                0.66669,                0.59683,                 1.2105,              0.0014357,              0.0014357,              0.0014357
                     60,                0.84459,                0.72258,                 1.2451,                0.96638,                0.93931,                0.98231,                0.82425,                0.66164,                0.54885,                 1.2074,              0.0014258,              0.0014258,              0.0014258
                     61,                0.83636,                0.71696,                  1.244,                0.95646,                0.93316,                0.97736,                0.81107,                0.65686,                0.58403,                 1.2037,              0.0014159,              0.0014159,              0.0014159
                     62,                0.84692,                 0.7312,                 1.2402,                0.94547,                0.93487,                0.97918,                0.81653,                0.65023,                0.57962,                 1.1929,               0.001406,               0.001406,               0.001406
                     63,                0.82925,                0.71555,                 1.2343,                0.96466,                0.93656,                0.98481,                0.83616,                0.60444,                0.54346,                 1.1566,              0.0013961,              0.0013961,              0.0013961
                     64,                0.82674,                0.72606,                 1.2229,                0.95809,                0.93627,                0.97749,                0.82771,                0.63781,                0.55833,                 1.1807,              0.0013862,              0.0013862,              0.0013862
                     65,                 0.8078,                0.68596,                 1.2239,                0.95174,                0.94771,                0.97552,                0.80939,                0.66862,                 0.5727,                 1.2161,              0.0013763,              0.0013763,              0.0013763
                     66,                0.80968,                0.68958,                 1.2126,                0.96448,                0.93176,                0.97843,                0.82754,                0.62547,                0.54411,                 1.1604,              0.0013664,              0.0013664,              0.0013664
                     67,                0.81799,                0.68376,                 1.2216,                0.93015,                0.95425,                 0.9792,                0.82826,                0.62515,                0.54837,                 1.1706,              0.0013565,              0.0013565,              0.0013565
                     68,                0.79349,                0.67749,                 1.2169,                0.95147,                0.95752,                0.98365,                0.83418,                0.61918,                0.52174,                  1.163,              0.0013466,              0.0013466,              0.0013466
                     69,                0.80306,                0.67666,                 1.2102,                0.93878,                0.92706,                0.97818,                0.82487,                0.61486,                0.52721,                 1.1623,              0.0013367,              0.0013367,              0.0013367
                     70,                0.78544,                0.67537,                 1.1939,                0.96026,                0.94771,                0.98313,                0.83233,                0.60371,                0.54578,                 1.1571,              0.0013268,              0.0013268,              0.0013268
                     71,                0.77103,                0.67848,                 1.2031,                0.94064,                 0.9281,                0.97421,                 0.8313,                0.59562,                0.54842,                 1.1428,              0.0013169,              0.0013169,              0.0013169
                     72,                0.80001,                0.66457,                 1.2074,                 0.9343,                0.94608,                0.98168,                0.83087,                0.62199,                 0.5237,                 1.1713,               0.001307,               0.001307,               0.001307
                     73,                0.78286,                0.65479,                 1.1947,                 0.9582,                0.94118,                0.98064,                0.84042,                0.58622,                0.54317,                 1.1266,              0.0012971,              0.0012971,              0.0012971
                     74,                0.78326,                0.67222,                  1.191,                 0.9574,                0.94444,                0.98423,                0.83735,                0.61827,                0.50179,                  1.157,              0.0012872,              0.0012872,              0.0012872
                     75,                 0.7535,                0.63408,                 1.1675,                 0.9588,                0.95066,                0.98722,                0.83947,                 0.6184,                0.49454,                  1.158,              0.0012773,              0.0012773,              0.0012773
                     76,                0.78866,                0.65049,                 1.1901,                0.96677,                0.95072,                0.98682,                0.83369,                0.63257,                0.49326,                 1.1769,              0.0012674,              0.0012674,              0.0012674
                     77,                0.75921,                0.63372,                 1.1628,                0.95953,                0.92984,                 0.9816,                0.83763,                0.60859,                0.49651,                 1.1682,              0.0012575,              0.0012575,              0.0012575
                     78,                0.77801,                0.65951,                  1.202,                0.96127,                0.93274,                0.98177,                0.83887,                0.59601,                0.53542,                 1.1425,              0.0012476,              0.0012476,              0.0012476
                     79,                0.77154,                  0.645,                 1.1872,                0.94818,                0.95669,                0.98343,                0.84192,                0.59184,                0.49688,                 1.1385,              0.0012377,              0.0012377,              0.0012377
                     80,                0.77714,                0.64516,                 1.1944,                0.96026,                0.94762,                0.98635,                0.84036,                0.60708,                0.48759,                 1.1511,              0.0012278,              0.0012278,              0.0012278
                     81,                0.73193,                 0.5893,                 1.1481,                0.95896,                0.95463,                0.98642,                0.84511,                0.59294,                0.48432,                 1.1365,              0.0012179,              0.0012179,              0.0012179
                     82,                0.75412,                 0.6334,                 1.1775,                0.96046,                0.95269,                 0.9842,                0.84058,                0.57931,                0.49199,                 1.1423,               0.001208,               0.001208,               0.001208
                     83,                0.74926,                0.61236,                 1.1649,                0.94836,                0.96242,                0.98821,                0.85222,                0.56543,                0.47654,                 1.1169,              0.0011981,              0.0011981,              0.0011981
                     84,                0.75987,                 0.6408,                 1.1705,                0.96441,                 0.9297,                0.98371,                0.84037,                0.60538,                0.51107,                 1.1525,              0.0011882,              0.0011882,              0.0011882
                     85,                0.73932,                 0.6282,                 1.1704,                0.97078,                0.94608,                0.98715,                0.85202,                0.57079,                0.45875,                 1.1242,              0.0011783,              0.0011783,              0.0011783
                     86,                0.72223,                 0.5976,                 1.1578,                0.96869,                0.95425,                0.98825,                0.84973,                0.57254,                0.45397,                 1.1308,              0.0011684,              0.0011684,              0.0011684
                     87,                0.72204,                0.57952,                 1.1386,                0.96228,                0.95871,                0.98815,                0.85245,                 0.5579,                0.46662,                 1.1086,              0.0011585,              0.0011585,              0.0011585
                     88,                0.72075,                0.59677,                 1.1341,                0.95522,                0.94119,                0.98228,                0.84974,                0.56822,                0.49012,                 1.1171,              0.0011486,              0.0011486,              0.0011486
                     89,                0.73078,                0.64175,                 1.1534,                 0.9622,                0.95674,                0.98697,                0.85512,                  0.552,                0.47267,                 1.1129,              0.0011387,              0.0011387,              0.0011387
                     90,                0.76059,                0.63943,                 1.1721,                0.95005,                0.95261,                0.98573,                0.85295,                0.57411,                0.48556,                 1.1288,              0.0011288,              0.0011288,              0.0011288
                     91,                0.76039,                0.65789,                  1.183,                0.94191,                0.94281,                0.98151,                0.84853,                 0.5616,                0.48798,                  1.106,              0.0011189,              0.0011189,              0.0011189
                     92,                0.72744,                0.59747,                 1.1511,                0.95584,                0.95497,                  0.983,                0.84885,                 0.5835,                0.46776,                 1.1439,               0.001109,               0.001109,               0.001109
                     93,                0.72178,                0.59238,                  1.142,                0.97507,                0.92974,                0.98461,                0.83615,                0.62392,                 0.4895,                 1.1514,              0.0010991,              0.0010991,              0.0010991
                     94,                0.70655,                0.58308,                 1.1473,                0.95964,                0.97138,                0.98816,                0.83751,                0.60452,                0.46217,                  1.142,              0.0010892,              0.0010892,              0.0010892
                     95,                0.71562,                0.59914,                 1.1439,                0.97377,                0.93464,                0.98391,                0.85005,                0.56925,                0.47103,                 1.1206,              0.0010793,              0.0010793,              0.0010793
                     96,                0.69455,                0.58997,                 1.1411,                0.97179,                0.95706,                0.98709,                0.85258,                0.58344,                0.45336,                 1.1284,              0.0010694,              0.0010694,              0.0010694
                     97,                0.68671,                0.57106,                 1.1319,                0.97469,                0.94397,                0.98707,                0.85943,                 0.5519,                0.43924,                 1.1071,              0.0010595,              0.0010595,              0.0010595
                     98,                0.68179,                0.56172,                 1.1275,                0.95658,                0.94935,                0.98453,                0.85749,                0.55497,                0.45767,                  1.112,              0.0010496,              0.0010496,              0.0010496
                     99,                0.69218,                0.58187,                 1.1228,                0.95176,                0.96719,                0.98874,                 0.8668,                0.53901,                0.43046,                 1.0878,              0.0010397,              0.0010397,              0.0010397
                    100,                0.71915,                0.59496,                 1.1394,                0.96997,                0.95014,                0.98793,                0.85745,                0.55401,                0.44427,                 1.1025,              0.0010298,              0.0010298,              0.0010298
                    101,                0.70079,                0.57593,                 1.1305,                0.97393,                0.95098,                0.98726,                0.85898,                0.57062,                0.44668,                 1.1218,              0.0010199,              0.0010199,              0.0010199
                    102,                0.68525,                0.55754,                 1.1136,                0.97503,                0.95698,                0.98885,                0.85997,                0.56444,                0.44479,                 1.1107,                0.00101,                0.00101,                0.00101
                    103,                 0.6983,                0.56998,                 1.1263,                0.97389,                0.96078,                 0.9881,                0.86097,                0.53616,                0.42487,                 1.0893,              0.0010001,              0.0010001,              0.0010001
                    104,                0.68052,                0.55033,                 1.1013,                0.94986,                0.95958,                0.98177,                0.86243,                0.53612,                0.45985,                 1.0861,              0.0009902,              0.0009902,              0.0009902
                    105,                0.67034,                0.54187,                 1.1103,                 0.9715,                0.94688,                0.98719,                 0.8651,                0.53986,                0.43536,                 1.0966,              0.0009803,              0.0009803,              0.0009803
                    106,                0.66537,                0.54411,                 1.1043,                0.96817,                0.95425,                0.98754,                0.86604,                0.53825,                 0.4311,                  1.087,              0.0009704,              0.0009704,              0.0009704
                    107,                0.67293,                0.54572,                   1.12,                0.97914,                0.95425,                0.98573,                0.86167,                0.55065,                0.43924,                 1.0971,              0.0009605,              0.0009605,              0.0009605
                    108,                0.67553,                0.54238,                 1.1098,                0.97486,                0.95057,                0.98713,                0.85542,                0.56593,                0.43926,                 1.1071,              0.0009506,              0.0009506,              0.0009506
                    109,                0.68752,                0.54099,                 1.1255,                0.96722,                0.96426,                0.98692,                0.85997,                0.53972,                0.42237,                 1.0908,              0.0009407,              0.0009407,              0.0009407
                    110,                0.66663,                0.54557,                 1.1103,                0.96207,                0.94771,                0.98393,                0.85599,                 0.5385,                0.44185,                 1.0893,              0.0009308,              0.0009308,              0.0009308
                    111,                  0.666,                0.52263,                 1.0952,                0.97356,                0.96266,                0.98982,                0.87369,                0.52595,                0.41902,                 1.0857,              0.0009209,              0.0009209,              0.0009209
                    112,                0.64994,                0.52789,                 1.0867,                0.97186,                0.95942,                0.98756,                0.87099,                 0.5249,                0.41379,                 1.0806,               0.000911,               0.000911,               0.000911
